<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.04	16:00:00	2040.25	2042.59	2036.26	2039.38	13499	0	0
2024.01.04	17:00:00	2039.39	2047.75	2039.11	2045.11	16032	0	0
2024.01.04	18:00:00	2045.19	2046.74	2044.13	2044.73	12032	0	0
2024.01.04	19:00:00	2044.77	2045.02	2040.85	2043.27	8789	0	0
2024.01.04	20:00:00	2043.27	2044.04	2041.54	2043.15	5404	0	0
2024.01.04	21:00:00	2043.15	2044.87	2042.48	2044.36	5015	0	0
2024.01.04	22:00:00	2044.36	2044.83	2043.08	2043.09	5182	0	0
2024.01.04	23:00:00	2043.12	2044.34	2043.10	2043.37	2552	0	0
2024.01.05	01:00:00	2043.05	2044.76	2042.78	2044.25	2518	0	0
2024.01.05	02:00:00	2044.25	2044.73	2043.29	2044.34	3332	0	0
2024.01.05	03:00:00	2044.35	2048.27	2044.05	2046.16	7541	0	0
2024.01.05	04:00:00	2046.15	2047.86	2045.71	2046.14	3843	0	0
2024.01.05	05:00:00	2046.15	2046.45	2044.81	2045.36	4184	0	0
2024.01.05	06:00:00	2045.37	2046.41	2044.54	2044.64	2333	0	0
2024.01.05	07:00:00	2044.66	2045.23	2043.17	2044.51	3632	0	0
2024.01.05	08:00:00	2044.52	2045.13	2040.88	2042.52	5269	0	0
2024.01.05	09:00:00	2042.51	2047.02	2042.11	2043.17	7512	0	0
2024.01.05	10:00:00	2043.16	2044.43	2041.43	2042.47	8043	0	0
2024.01.05	11:00:00	2042.44	2043.73	2038.47	2038.91	8184	0	0
2024.01.05	12:00:00	2038.94	2040.28	2037.40	2040.03	7036	0	0
2024.01.05	13:00:00	2040.04	2040.35	2037.14	2039.26	5825	0	0
2024.01.05	14:00:00	2039.26	2040.94	2038.44	2040.20	6148	0	0
2024.01.05	15:00:00	2040.21	2041.97	2024.46	2040.02	20302	0	0
2024.01.05	16:00:00	2040.01	2049.23	2038.78	2046.76	22679	0	0
2024.01.05	17:00:00	2046.81	2064.00	2046.81	2054.82	24364	0	0
2024.01.05	18:00:00	2054.86	2056.28	2044.13	2045.07	16500	0	0
2024.01.05	19:00:00	2045.07	2045.44	2040.49	2041.99	13307	0	0
2024.01.05	20:00:00	2041.99	2048.52	2040.52	2048.20	10247	0	0
2024.01.05	21:00:00	2048.26	2050.35	2044.95	2045.73	7581	0	0
2024.01.05	22:00:00	2045.76	2045.77	2042.87	2043.64	6806	0	0
2024.01.05	23:00:00	2043.71	2046.21	2043.71	2045.11	2648	0	0
2024.01.08	01:00:00	2044.67	2045.68	2043.00	2044.31	2168	0	0
2024.01.08	02:00:00	2044.32	2046.30	2043.77	2046.03	2517	0	0
2024.01.08	03:00:00	2045.90	2046.60	2042.89	2043.78	7417	0	0
2024.01.08	04:00:00	2043.78	2043.81	2041.23	2041.31	5770	0	0
2024.01.08	05:00:00	2041.30	2041.50	2035.10	2036.16	6638	0	0
2024.01.08	06:00:00	2036.17	2037.63	2035.61	2035.79	4526	0	0
2024.01.08	07:00:00	2035.75	2036.15	2027.04	2030.80	7052	0	0
2024.01.08	08:00:00	2030.75	2033.31	2030.36	2032.96	6937	0	0
2024.01.08	09:00:00	2032.96	2033.20	2028.67	2031.40	8693	0	0
