<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.12	16:15:00	3649.31	3650.68	3647.76	3648.84	3497	0	8
2025.09.12	16:30:00	3648.55	3652.62	3646.65	3651.00	6323	0	8
2025.09.12	16:45:00	3651.02	3652.53	3646.67	3650.53	4755	0	8
2025.09.12	17:00:00	3650.39	3653.43	3649.55	3652.19	5073	0	8
2025.09.12	17:15:00	3652.19	3654.41	3651.57	3652.83	4795	0	8
2025.09.12	17:30:00	3652.92	3653.64	3648.66	3649.85	3990	0	8
2025.09.12	17:45:00	3649.83	3650.13	3647.42	3648.02	3593	0	8
2025.09.12	18:00:00	3648.03	3648.24	3641.81	3643.99	4816	0	8
2025.09.12	18:15:00	3643.95	3645.76	3642.36	3643.73	3791	0	8
2025.09.12	18:30:00	3644.46	3647.33	3644.29	3646.98	2972	0	8
2025.09.12	18:45:00	3646.99	3647.10	3643.51	3644.55	2193	0	8
2025.09.12	19:00:00	3644.55	3645.25	3642.68	3643.66	2035	0	8
2025.09.12	19:15:00	3643.72	3647.05	3643.63	3646.74	1870	0	8
2025.09.12	19:30:00	3646.74	3647.58	3645.92	3647.30	1938	0	8
2025.09.12	19:45:00	3647.35	3649.71	3647.35	3649.23	2083	0	8
2025.09.12	20:00:00	3649.26	3650.38	3648.32	3650.04	2194	0	8
2025.09.12	20:15:00	3650.04	3650.77	3647.54	3647.85	2338	0	8
2025.09.12	20:30:00	3647.84	3650.18	3647.67	3649.43	2033	0	8
2025.09.12	20:45:00	3649.43	3650.13	3648.61	3648.79	1606	0	8
2025.09.12	21:00:00	3648.78	3648.94	3647.13	3648.52	1539	0	8
2025.09.12	21:15:00	3648.54	3649.14	3647.62	3648.09	1700	0	8
2025.09.12	21:30:00	3648.08	3649.54	3647.72	3648.93	1283	0	8
2025.09.12	21:45:00	3648.97	3649.19	3648.35	3648.45	1608	0	8
2025.09.12	22:00:00	3648.45	3648.51	3646.74	3647.18	1651	0	8
2025.09.12	22:15:00	3647.18	3647.63	3645.99	3646.03	1367	0	8
2025.09.12	22:30:00	3646.03	3646.66	3644.80	3645.89	1867	0	8
2025.09.12	22:45:00	3645.89	3646.87	3643.55	3644.16	2296	0	8
2025.09.12	23:00:00	3644.17	3645.45	3641.85	3642.18	1285	0	8
2025.09.12	23:15:00	3642.18	3643.17	3641.81	3642.93	909	0	8
2025.09.12	23:30:00	3642.94	3643.07	3641.32	3642.27	619	0	8
2025.09.12	23:45:00	3642.22	3643.59	3641.94	3643.42	497	0	8
2025.09.15	01:00:00	3644.44	3645.79	3643.54	3643.64	647	0	8
2025.09.15	01:15:00	3643.68	3643.99	3639.83	3642.60	983	0	8
2025.09.15	01:30:00	3642.60	3642.82	3641.32	3641.39	700	0	8
2025.09.15	01:45:00	3641.39	3642.26	3640.19	3642.21	600	0	8
2025.09.15	02:00:00	3642.18	3642.18	3639.07	3639.78	955	0	8
2025.09.15	02:15:00	3639.78	3639.97	3637.66	3639.28	804	0	8
2025.09.15	02:30:00	3639.28	3639.48	3636.86	3637.78	987	0	8
2025.09.15	02:45:00	3637.77	3638.48	3637.26	3638.18	548	0	8
2025.09.15	03:00:00	3638.18	3641.72	3634.86	3641.33	2133	0	8
2025.09.15	03:15:00	3641.33	3642.71	3639.25	3639.50	1451	0	8
2025.09.15	03:30:00	3639.48	3639.48	3633.58	3634.26	2136	0	8
2025.09.15	03:45:00	3634.27	3635.23	3632.17	3633.48	1617	0	8
2025.09.15	04:00:00	3633.44	3634.05	3626.65	3628.75	4166	0	8
2025.09.15	04:15:00	3628.75	3632.51	3626.86	3631.96	3039	0	8
2025.09.15	04:30:00	3631.96	3632.96	3628.72	3631.33	2454	0	8
2025.09.15	04:45:00	3631.33	3634.87	3629.94	3634.42	2221	0	8
2025.09.15	05:00:00	3634.42	3640.86	3634.37	3640.69	2640	0	8
2025.09.15	05:15:00	3640.69	3644.95	3640.65	3643.17	2365	0	8
2025.09.15	05:30:00	3643.17	3645.46	3641.91	3644.75	2343	0	8
2025.09.15	05:45:00	3644.75	3644.99	3639.95	3641.04	2923	0	8
2025.09.15	06:00:00	3641.05	3643.56	3640.20	3643.17	1787	0	8
2025.09.15	06:15:00	3643.17	3644.34	3641.22	3644.01	1806	0	8
2025.09.15	06:30:00	3643.95	3645.85	3643.44	3644.94	1963	0	8
2025.09.15	06:45:00	3644.94	3646.47	3644.72	3646.07	1481	0	8
2025.09.15	07:00:00	3646.07	3646.89	3645.32	3645.95	1309	0	8
2025.09.15	07:15:00	3645.91	3646.53	3644.53	3645.31	1185	0	8
2025.09.15	07:30:00	3645.31	3645.31	3644.14	3644.45	828	0	8
2025.09.15	07:45:00	3644.43	3645.67	3643.73	3645.67	950	0	8
2025.09.15	08:00:00	3645.68	3645.86	3642.57	3642.84	1150	0	8
2025.09.15	08:15:00	3642.84	3645.84	3642.34	3645.40	1682	0	8
2025.09.15	08:30:00	3645.40	3646.29	3643.38	3643.97	1614	0	8
2025.09.15	08:45:00	3644.05	3644.82	3643.33	3643.67	1415	0	8
2025.09.15	09:00:00	3643.67	3643.92	3641.80	3642.52	2194	0	8
2025.09.15	09:15:00	3642.51	3643.80	3640.38	3642.02	2744	0	8
2025.09.15	09:30:00	3641.88	3643.75	3638.83	3639.64	2900	0	8
2025.09.15	09:45:00	3639.63	3640.89	3636.60	3636.60	2634	0	8
2025.09.15	10:00:00	3636.58	3637.78	3634.02	3636.09	3432	0	8
2025.09.15	10:15:00	3636.09	3636.52	3633.76	3636.34	2741	0	8
2025.09.15	10:30:00	3636.29	3642.23	3636.17	3641.29	3100	0	8
2025.09.15	10:45:00	3641.25	3645.06	3639.76	3643.88	2807	0	8
2025.09.15	11:00:00	3643.76	3645.32	3641.47	3641.64	2532	0	8
2025.09.15	11:15:00	3641.64	3643.28	3641.11	3641.74	2026	0	8
2025.09.15	11:30:00	3641.74	3643.12	3641.27	3641.98	1996	0	8
2025.09.15	11:45:00	3641.96	3645.75	3640.93	3645.52	2077	0	8
2025.09.15	12:00:00	3645.51	3646.06	3642.94	3644.67	2100	0	8
2025.09.15	12:15:00	3644.67	3645.20	3639.58	3640.37	2285	0	8
2025.09.15	12:30:00	3640.35	3640.41	3635.80	3637.71	3063	0	8
2025.09.15	12:45:00	3637.63	3641.68	3635.93	3641.29	2508	0	8
2025.09.15	13:00:00	3641.29	3644.64	3641.21	3644.43	2645	0	8
2025.09.15	13:15:00	3644.43	3646.44	3644.15	3645.96	2524	0	8
2025.09.15	13:30:00	3645.99	3646.40	3642.22	3642.68	2314	0	8
2025.09.15	13:45:00	3642.67	3643.01	3639.03	3639.88	2626	0	8
2025.09.15	14:00:00	3639.91	3643.12	3639.04	3643.10	2266	0	8
2025.09.15	14:15:00	3643.10	3645.99	3642.86	3644.48	2287	0	8
2025.09.15	14:30:00	3644.43	3646.53	3643.85	3646.44	2489	0	8
2025.09.15	14:45:00	3646.44	3646.74	3642.28	3642.58	2813	0	8
2025.09.15	15:00:00	3642.60	3643.58	3640.01	3640.56	2939	0	8
2025.09.15	15:15:00	3640.58	3640.75	3636.87	3638.58	4219	0	8
2025.09.15	15:30:00	3638.63	3644.97	3637.88	3644.76	3779	0	8
2025.09.15	15:45:00	3645.01	3650.97	3643.87	3650.40	4376	0	8
2025.09.15	16:00:00	3650.39	3651.13	3646.95	3649.66	4228	0	8
2025.09.15	16:15:00	3649.66	3653.90	3648.23	3653.77	3531	0	8
2025.09.15	16:30:00	3653.85	3664.33	3652.94	3662.97	6399	0	8
2025.09.15	16:45:00	3662.99	3664.12	3656.44	3657.16	5654	0	8
2025.09.15	17:00:00	3657.14	3660.91	3653.91	3659.99	5455	0	8
2025.09.15	17:15:00	3660.01	3660.33	3656.16	3657.81	3698	0	8
2025.09.15	17:30:00	3657.79	3662.03	3656.89	3661.93	3728	0	8
2025.09.15	17:45:00	3661.87	3663.91	3660.79	3663.55	3273	0	8
2025.09.15	18:00:00	3663.67	3665.78	3663.07	3664.86	3743	0	8
2025.09.15	18:15:00	3664.87	3667.85	3664.00	3667.39	3350	0	8
2025.09.15	18:30:00	3667.41	3669.13	3666.10	3668.61	3109	0	8
2025.09.15	18:45:00	3668.63	3681.91	3668.51	3680.60	6042	0	8
2025.09.15	19:00:00	3680.52	3682.35	3677.51	3681.00	4708	0	8
2025.09.15	19:15:00	3681.04	3684.58	3679.67	3684.27	3829	0	8
2025.09.15	19:30:00	3684.26	3685.58	3676.80	3678.79	4722	0	8
2025.09.15	19:45:00	3678.82	3680.90	3674.79	3679.24	3776	0	8
2025.09.15	20:00:00	3679.30	3681.71	3679.19	3679.76	3234	0	8
2025.09.15	20:15:00	3679.79	3681.24	3678.63	3680.08	2732	0	8
2025.09.15	20:30:00	3680.07	3682.67	3679.77	3680.66	2893	0	8
2025.09.15	20:45:00	3680.67	3682.26	3680.05	3681.81	2706	0	8
2025.09.15	21:00:00	3681.80	3682.14	3678.52	3678.57	2344	0	8
2025.09.15	21:15:00	3678.62	3680.46	3677.55	3680.17	1989	0	8
2025.09.15	21:30:00	3680.17	3680.74	3675.92	3678.40	2071	0	8
2025.09.15	21:45:00	3678.38	3678.73	3675.95	3676.93	2248	0	8
2025.09.15	22:00:00	3676.92	3680.27	3676.73	3680.09	1886	0	8
2025.09.15	22:15:00	3680.14	3680.84	3679.15	3679.33	2128	0	8
2025.09.15	22:30:00	3679.30	3682.13	3679.24	3682.13	2436	0	8
2025.09.15	22:45:00	3682.12	3682.81	3680.70	3681.08	2836	0	8
2025.09.15	23:00:00	3681.07	3682.05	3679.22	3681.17	1667	0	8
2025.09.15	23:15:00	3681.24	3681.78	3680.63	3680.63	804	0	8
2025.09.15	23:30:00	3680.63	3681.43	3680.04	3681.28	933	0	8
2025.09.15	23:45:00	3681.26	3681.26	3678.80	3678.86	966	0	8
2025.09.16	01:00:00	3680.00	3680.41	3676.41	3677.89	564	0	8
2025.09.16	01:15:00	3677.89	3678.93	3676.42	3678.90	833	0	8
2025.09.16	01:30:00	3678.90	3680.03	3678.13	3678.50	718	0	8
2025.09.16	01:45:00	3678.50	3679.11	3677.86	3678.93	486	0	8
2025.09.16	02:00:00	3678.96	3680.33	3678.78	3679.57	504	0	8
2025.09.16	02:15:00	3679.58	3680.51	3678.03	3678.99	569	0	8
2025.09.16	02:30:00	3678.99	3679.00	3678.11	3678.34	486	0	8
2025.09.16	02:45:00	3678.33	3678.35	3676.17	3676.92	1536	0	8
2025.09.16	03:00:00	3676.91	3679.75	3676.38	3679.49	2789	0	8
2025.09.16	03:15:00	3679.48	3683.73	3679.05	3683.63	2133	0	8
2025.09.16	03:30:00	3683.67	3685.28	3682.38	3684.35	2394	0	8
2025.09.16	03:45:00	3684.34	3686.94	3682.22	3686.45	2385	0	8
2025.09.16	04:00:00	3686.41	3689.55	3679.14	3680.08	5388	0	8
2025.09.16	04:15:00	3680.23	3680.54	3677.17	3678.54	3417	0	8
2025.09.16	04:30:00	3678.37	3681.83	3677.61	3677.79	3009	0	8
2025.09.16	04:45:00	3677.79	3679.50	3677.38	3679.38	2287	0	8
2025.09.16	05:00:00	3679.36	3682.77	3678.72	3681.84	2982	0	8
2025.09.16	05:15:00	3681.83	3682.35	3680.20	3681.05	1483	0	8
2025.09.16	05:30:00	3681.05	3681.23	3676.39	3677.93	3597	0	8
2025.09.16	05:45:00	3677.94	3680.40	3674.74	3677.75	3822	0	8
2025.09.16	06:00:00	3677.68	3680.65	3677.04	3680.61	2381	0	8
2025.09.16	06:15:00	3680.62	3682.00	3680.30	3681.81	1975	0	8
2025.09.16	06:30:00	3681.81	3683.12	3680.78	3681.47	1949	0	8
2025.09.16	06:45:00	3681.47	3682.06	3680.62	3681.10	1256	0	8
2025.09.16	07:00:00	3681.12	3682.60	3680.68	3682.49	1246	0	8
2025.09.16	07:15:00	3682.44	3683.62	3681.60	3682.12	1105	0	8
2025.09.16	07:30:00	3682.10	3682.91	3680.18	3682.63	1227	0	8
2025.09.16	07:45:00	3682.66	3685.42	3682.31	3684.30	1490	0	8
2025.09.16	08:00:00	3684.30	3684.55	3682.78	3684.14	1523	0	8
2025.09.16	08:15:00	3684.14	3684.56	3683.42	3684.24	1283	0	8
2025.09.16	08:30:00	3684.23	3684.54	3681.47	3681.61	1777	0	8
2025.09.16	08:45:00	3681.55	3683.30	3680.24	3682.75	1758	0	8
2025.09.16	09:00:00	3682.78	3684.74	3681.73	3682.91	2651	0	8
2025.09.16	09:15:00	3682.91	3687.05	3682.62	3685.27	2647	0	8
2025.09.16	09:30:00	3685.26	3689.95	3684.25	3689.94	2821	0	8
2025.09.16	09:45:00	3689.95	3694.19	3688.18	3693.47	3352	0	8
2025.09.16	10:00:00	3693.45	3694.17	3689.75	3692.70	3333	0	8
2025.09.16	10:15:00	3692.71	3693.39	3690.40	3691.82	2501	0	8
2025.09.16	10:30:00	3691.82	3692.59	3687.07	3688.17	2638	0	8
2025.09.16	10:45:00	3688.07	3689.43	3686.32	3686.44	2593	0	8
2025.09.16	11:00:00	3686.44	3696.12	3686.20	3695.98	2941	0	8
2025.09.16	11:15:00	3695.96	3697.21	3693.84	3694.71	2979	0	8
2025.09.16	11:30:00	3694.70	3695.34	3691.80	3695.25	2150	0	8
2025.09.16	11:45:00	3695.29	3696.05	3693.80	3694.28	2275	0	8
2025.09.16	12:00:00	3694.30	3695.76	3693.00	3695.01	1882	0	8
2025.09.16	12:15:00	3695.01	3697.99	3694.30	3695.17	2496	0	8
2025.09.16	12:30:00	3695.18	3697.22	3694.73	3696.54	2139	0	8
2025.09.16	12:45:00	3696.55	3699.01	3696.20	3698.36	2544	0	8
2025.09.16	13:00:00	3698.35	3698.83	3696.04	3696.58	2278	0	8
2025.09.16	13:15:00	3696.58	3697.84	3696.09	3697.48	1700	0	8
2025.09.16	13:30:00	3697.49	3697.69	3693.81	3694.39	2088	0	8
2025.09.16	13:45:00	3694.37	3695.76	3692.84	3693.20	2102	0	8
2025.09.16	14:00:00	3693.21	3694.80	3691.49	3692.81	2462	0	8
2025.09.16	14:15:00	3692.83	3693.02	3690.57	3692.73	2082	0	8
2025.09.16	14:30:00	3692.73	3696.64	3692.20	3696.56	2842	0	8
2025.09.16	14:45:00	3696.55	3699.50	3695.69	3697.20	3341	0	8
2025.09.16	15:00:00	3697.21	3697.46	3693.70	3694.23	3076	0	8
2025.09.16	15:15:00	3694.26	3696.14	3691.24	3691.49	3527	0	8
2025.09.16	15:30:00	3691.25	3693.09	3686.48	3689.34	5076	0	8
2025.09.16	15:45:00	3689.33	3690.69	3687.84	3689.26	4393	0	8
2025.09.16	16:00:00	3689.33	3689.42	3685.52	3687.79	4620	0	8
2025.09.16	16:15:00	3687.79	3694.54	3686.40	3694.32	1664	0	8
2025.09.16	16:30:00	3694.44	3698.58	3692.12	3693.29	6946	0	8
2025.09.16	16:45:00	3693.29	3698.50	3693.28	3695.68	5456	0	8
2025.09.16	17:00:00	3695.64	3699.59	3693.77	3699.56	5698	0	8
2025.09.16	17:15:00	3699.56	3703.11	3692.08	3692.88	6538	0	8
2025.09.16	17:30:00	3692.86	3695.94	3688.97	3689.51	7152	0	8
2025.09.16	17:45:00	3689.41	3691.06	3685.66	3686.32	6329	0	8
2025.09.16	18:00:00	3686.41	3687.95	3680.06	3684.29	6431	0	8
2025.09.16	18:15:00	3684.14	3688.95	3681.83	3682.14	5175	0	8
2025.09.16	18:30:00	3682.14	3682.62	3678.86	3680.26	5303	0	8
2025.09.16	18:45:00	3680.26	3687.03	3680.14	3686.32	4073	0	8
2025.09.16	19:00:00	3686.32	3687.90	3684.70	3687.26	3503	0	8
2025.09.16	19:15:00	3687.26	3690.03	3686.65	3689.21	2983	0	8
2025.09.16	19:30:00	3689.16	3691.16	3686.30	3686.66	3201	0	8
2025.09.16	19:45:00	3686.64	3691.25	3686.64	3689.74	3459	0	8
2025.09.16	20:00:00	3689.76	3691.01	3686.97	3688.29	3108	0	8
2025.09.16	20:15:00	3688.28	3689.33	3687.14	3688.49	3116	0	8
2025.09.16	20:30:00	3688.81	3689.30	3686.36	3687.08	2574	0	8
2025.09.16	20:45:00	3687.09	3689.16	3686.96	3687.72	1835	0	8
2025.09.16	21:00:00	3687.72	3688.72	3686.46	3688.41	1911	0	8
2025.09.16	21:15:00	3688.47	3689.28	3687.43	3688.98	2255	0	8
2025.09.16	21:30:00	3688.95	3689.55	3688.44	3688.96	1768	0	8
2025.09.16	21:45:00	3688.96	3690.97	3688.67	3690.71	1696	0	8
2025.09.16	22:00:00	3690.68	3691.01	3689.06	3691.01	2075	0	8
2025.09.16	22:15:00	3691.01	3691.15	3688.87	3688.93	1530	0	8
2025.09.16	22:30:00	3688.93	3689.55	3687.80	3689.26	1885	0	8
2025.09.16	22:45:00	3689.26	3690.79	3689.21	3689.66	2027	0	8
2025.09.16	23:00:00	3689.66	3692.67	3689.60	3692.64	814	0	8
2025.09.16	23:15:00	3692.68	3693.70	3692.40	3693.56	801	0	8
2025.09.16	23:30:00	3693.61	3693.83	3692.49	3692.76	911	0	8
2025.09.16	23:45:00	3692.76	3692.76	3689.52	3689.91	956	0	8
2025.09.17	01:00:00	3691.45	3691.45	3689.91	3691.39	192	0	8
2025.09.17	01:15:00	3691.39	3691.64	3690.71	3691.02	371	0	8
2025.09.17	01:30:00	3690.98	3692.75	3690.94	3692.65	432	0	8
2025.09.17	01:45:00	3692.65	3692.81	3691.20	3691.98	677	0	8
2025.09.17	02:00:00	3691.98	3694.94	3691.80	3694.22	893	0	8
2025.09.17	02:15:00	3694.22	3694.94	3693.50	3694.49	556	0	8
2025.09.17	02:30:00	3694.56	3694.75	3693.35	3693.37	378	0	8
2025.09.17	02:45:00	3693.37	3695.20	3692.69	3694.28	1035	0	8
2025.09.17	03:00:00	3694.27	3695.40	3692.46	3695.12	1884	0	8
2025.09.17	03:15:00	3695.12	3695.26	3692.54	3693.74	1168	0	8
2025.09.17	03:30:00	3693.74	3694.10	3692.81	3692.82	1370	0	8
2025.09.17	03:45:00	3692.82	3692.82	3691.17	3691.23	1535	0	8
2025.09.17	04:00:00	3691.23	3692.01	3690.05	3691.03	2578	0	8
2025.09.17	04:15:00	3691.05	3691.11	3685.97	3685.97	2840	0	8
2025.09.17	04:30:00	3685.95	3686.04	3676.63	3677.71	5930	0	8
2025.09.17	04:45:00	3677.71	3681.13	3676.15	3679.48	4543	0	8
2025.09.17	05:00:00	3679.41	3681.62	3676.07	3681.31	4499	0	8
2025.09.17	05:15:00	3681.31	3681.72	3677.49	3677.49	2589	0	8
2025.09.17	05:30:00	3677.50	3681.34	3674.28	3681.10	3896	0	8
2025.09.17	05:45:00	3681.10	3683.87	3680.54	3682.19	2904	0	8
2025.09.17	06:00:00	3682.19	3683.11	3679.92	3681.78	2184	0	8
2025.09.17	06:15:00	3681.78	3683.52	3680.79	3681.18	2026	0	8
2025.09.17	06:30:00	3681.20	3682.45	3681.00	3682.30	1046	0	8
2025.09.17	06:45:00	3682.29	3682.61	3680.73	3681.73	936	0	8
2025.09.17	07:00:00	3681.73	3682.56	3681.22	3682.07	853	0	8
2025.09.17	07:15:00	3682.08	3682.44	3680.98	3681.15	809	0	8
2025.09.17	07:30:00	3681.13	3682.03	3680.69	3681.56	849	0	8
2025.09.17	07:45:00	3681.60	3681.88	3680.45	3680.75	1139	0	8
2025.09.17	08:00:00	3680.75	3685.96	3680.69	3683.52	2428	0	8
2025.09.17	08:15:00	3683.46	3684.07	3679.14	3680.76	2521	0	8
2025.09.17	08:30:00	3680.78	3681.91	3675.88	3678.76	3120	0	8
2025.09.17	08:45:00	3678.76	3679.82	3677.36	3679.22	2092	0	8
2025.09.17	09:00:00	3679.26	3680.07	3674.85	3675.89	2791	0	8
2025.09.17	09:15:00	3675.92	3679.09	3675.27	3675.93	2558	0	8
2025.09.17	09:30:00	3675.94	3676.85	3670.63	3671.60	3252	0	8
2025.09.17	09:45:00	3671.57	3676.72	3671.06	3675.08	3745	0	8
2025.09.17	10:00:00	3675.07	3677.36	3670.37	3671.22	3514	0	8
2025.09.17	10:15:00	3671.11	3671.55	3666.84	3667.59	3002	0	8
2025.09.17	10:30:00	3667.59	3671.32	3666.68	3670.53	2980	0	8
2025.09.17	10:45:00	3670.51	3671.08	3666.81	3667.12	2509	0	8
2025.09.17	11:00:00	3667.09	3667.27	3664.45	3665.28	2785	0	8
2025.09.17	11:15:00	3665.35	3667.07	3663.42	3666.94	2959	0	8
2025.09.17	11:30:00	3666.94	3667.97	3662.67	3664.13	3029	0	8
2025.09.17	11:45:00	3664.13	3666.86	3663.67	3664.85	2631	0	8
2025.09.17	12:00:00	3664.85	3668.87	3663.94	3668.35	3142	0	8
2025.09.17	12:15:00	3668.35	3671.03	3668.20	3668.68	2490	0	8
2025.09.17	12:30:00	3668.69	3670.11	3667.10	3668.08	2351	0	8
2025.09.17	12:45:00	3668.08	3669.56	3667.43	3667.88	1909	0	8
2025.09.17	13:00:00	3667.90	3669.82	3660.74	3665.23	3845	0	8
2025.09.17	13:15:00	3665.27	3668.06	3665.15	3666.97	2851	0	8
2025.09.17	13:30:00	3666.96	3666.97	3664.43	3666.33	2394	0	8
2025.09.17	13:45:00	3666.43	3667.30	3660.40	3661.44	3700	0	8
2025.09.17	14:00:00	3661.41	3665.19	3660.01	3663.04	3190	0	8
2025.09.17	14:15:00	3663.04	3668.27	3662.45	3668.14	2905	0	8
2025.09.17	14:30:00	3668.06	3668.64	3665.78	3667.98	2472	0	8
2025.09.17	14:45:00	3667.98	3669.96	3664.45	3665.96	3437	0	8
2025.09.17	15:00:00	3666.02	3671.71	3665.64	3669.51	3013	0	8
2025.09.17	15:15:00	3669.51	3672.01	3669.35	3670.54	2577	0	8
2025.09.17	15:30:00	3670.57	3675.21	3669.94	3674.59	2973	0	8
2025.09.17	15:45:00	3674.61	3679.40	3674.38	3678.74	3273	0	8
2025.09.17	16:00:00	3678.82	3679.51	3672.85	3678.50	4911	0	8
2025.09.17	16:15:00	3678.58	3679.28	3674.02	3676.71	3764	0	8
2025.09.17	16:30:00	3676.69	3682.63	3676.44	3679.20	6274	0	8
2025.09.17	16:45:00	3679.20	3679.91	3676.32	3678.81	5338	0	8
2025.09.17	17:00:00	3678.81	3684.39	3676.90	3684.09	5306	0	8
2025.09.17	17:15:00	3684.09	3685.24	3681.87	3683.02	4756	0	8
2025.09.17	17:30:00	3683.02	3685.69	3682.87	3685.47	3917	0	8
2025.09.17	17:45:00	3685.47	3686.14	3682.49	3684.40	4030	0	8
2025.09.17	18:00:00	3684.40	3687.21	3683.43	3685.47	3491	0	8
2025.09.17	18:15:00	3685.42	3686.52	3684.38	3685.34	3069	0	8
2025.09.17	18:30:00	3685.36	3687.23	3684.57	3684.95	2839	0	8
2025.09.17	18:45:00	3684.95	3685.28	3682.89	3684.28	2531	0	8
2025.09.17	19:00:00	3684.30	3687.07	3684.27	3685.87	2114	0	8
2025.09.17	19:15:00	3685.87	3688.56	3685.69	3688.10	1905	0	8
2025.09.17	19:30:00	3688.03	3688.15	3686.11	3686.19	2011	0	8
2025.09.17	19:45:00	3686.21	3687.32	3684.09	3684.81	2620	0	8
2025.09.17	20:00:00	3684.80	3684.93	3682.18	3683.39	2246	0	8
2025.09.17	20:15:00	3683.38	3683.71	3678.70	3682.67	4182	0	8
2025.09.17	20:30:00	3682.62	3685.35	3682.48	3684.49	2614	0	8
2025.09.17	20:45:00	3684.56	3687.81	3684.56	3686.79	2950	0	8
2025.09.17	21:00:00	3686.80	3707.38	3650.56	3688.05	10425	0	8
2025.09.17	21:15:00	3688.02	3692.44	3680.05	3682.46	9020	0	8
2025.09.17	21:30:00	3682.44	3684.69	3660.11	3663.44	10311	0	8
2025.09.17	21:45:00	3663.42	3664.15	3646.21	3650.38	10537	0	8
2025.09.17	22:00:00	3650.33	3664.35	3646.20	3650.82	9020	0	8
2025.09.17	22:15:00	3650.74	3666.95	3648.56	3663.98	8240	0	8
2025.09.17	22:30:00	3664.01	3665.61	3657.73	3661.76	7059	0	8
2025.09.17	22:45:00	3661.74	3663.13	3655.70	3661.78	6186	0	8
2025.09.17	23:00:00	3661.84	3661.87	3658.31	3659.04	2005	0	8
2025.09.17	23:15:00	3659.04	3660.36	3656.39	3659.27	2228	0	8
2025.09.17	23:30:00	3659.24	3660.26	3657.41	3657.77	1318	0	8
2025.09.17	23:45:00	3657.82	3660.00	3657.82	3660.00	1253	0	8
2025.09.18	01:00:00	3659.68	3665.03	3655.68	3663.33	1120	0	8
2025.09.18	01:15:00	3663.30	3665.39	3661.52	3664.11	971	0	8
2025.09.18	01:30:00	3664.12	3664.51	3661.16	3663.97	920	0	8
2025.09.18	01:45:00	3664.00	3664.17	3662.45	3662.94	920	0	8
2025.09.18	02:00:00	3662.94	3667.53	3662.12	3667.51	1322	0	8
2025.09.18	02:15:00	3667.51	3672.05	3667.16	3671.15	1612	0	8
2025.09.18	02:30:00	3671.15	3671.24	3667.80	3669.55	1099	0	8
2025.09.18	02:45:00	3669.55	3670.65	3668.80	3669.12	955	0	8
2025.09.18	03:00:00	3669.13	3669.91	3661.36	3664.08	2908	0	8
2025.09.18	03:15:00	3664.06	3665.71	3661.75	3662.32	2183	0	8
2025.09.18	03:30:00	3662.33	3663.47	3658.13	3660.01	2560	0	8
2025.09.18	03:45:00	3660.01	3665.71	3659.78	3665.25	2330	0	8
2025.09.18	04:00:00	3665.28	3668.82	3655.28	3661.24	6364	0	8
2025.09.18	04:15:00	3661.22	3661.23	3653.13	3654.89	4541	0	8
2025.09.18	04:30:00	3654.89	3658.28	3651.88	3654.71	4947	0	8
2025.09.18	04:45:00	3654.71	3657.33	3652.30	3657.13	3560	0	8
2025.09.18	05:00:00	3657.14	3662.88	3655.48	3662.66	3152	0	8
2025.09.18	05:15:00	3662.62	3663.54	3661.17	3662.02	1747	0	8
2025.09.18	05:30:00	3662.03	3664.70	3659.78	3662.32	3362	0	8
2025.09.18	05:45:00	3662.47	3665.87	3662.15	3664.79	2161	0	8
2025.09.18	06:00:00	3664.80	3666.04	3661.34	3662.76	2259	0	8
2025.09.18	06:15:00	3662.77	3663.05	3660.96	3662.78	1620	0	8
2025.09.18	06:30:00	3662.78	3662.95	3660.48	3660.65	1040	0	8
2025.09.18	06:45:00	3660.69	3661.20	3657.93	3658.58	1382	0	8
2025.09.18	07:00:00	3658.66	3658.87	3656.85	3658.61	1458	0	8
2025.09.18	07:15:00	3658.61	3659.31	3657.84	3658.06	1182	0	8
2025.09.18	07:30:00	3658.07	3658.41	3655.27	3656.35	1827	0	8
2025.09.18	07:45:00	3656.35	3657.00	3653.43	3653.58	2077	0	8
2025.09.18	08:00:00	3653.59	3655.34	3651.93	3654.67	2831	0	8
2025.09.18	08:15:00	3654.66	3658.49	3654.50	3658.03	1725	0	8
2025.09.18	08:30:00	3658.03	3659.24	3651.91	3654.14	3536	0	8
2025.09.18	08:45:00	3654.20	3654.85	3649.51	3651.61	3764	0	8
2025.09.18	09:00:00	3651.56	3651.94	3633.98	3637.18	6334	0	8
2025.09.18	09:15:00	3637.18	3639.69	3634.30	3638.63	5445	0	8
2025.09.18	09:30:00	3638.77	3640.26	3635.62	3637.41	4394	0	8
2025.09.18	09:45:00	3637.42	3639.60	3636.61	3637.52	3624	0	8
2025.09.18	10:00:00	3637.54	3645.04	3635.54	3644.45	3874	0	8
2025.09.18	10:15:00	3644.44	3650.25	3643.66	3649.47	3813	0	8
2025.09.18	10:30:00	3649.49	3659.17	3648.16	3658.75	4104	0	8
2025.09.18	10:45:00	3658.75	3659.87	3657.02	3659.03	4083	0	8
2025.09.18	11:00:00	3659.02	3659.50	3653.94	3655.22	3579	0	8
2025.09.18	11:15:00	3655.27	3656.98	3653.76	3656.53	2651	0	8
