<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.19	12:45:00	3338.84	3339.70	3338.54	3339.37	1095	0	8
2025.08.19	13:00:00	3339.38	3343.11	3339.32	3342.81	1616	0	8
2025.08.19	13:15:00	3342.79	3345.35	3342.79	3343.88	1797	0	8
2025.08.19	13:30:00	3343.86	3343.96	3342.25	3342.60	1086	0	8
2025.08.19	13:45:00	3342.60	3344.04	3341.74	3343.66	1162	0	8
2025.08.19	14:00:00	3343.65	3344.81	3342.79	3343.10	1361	0	8
2025.08.19	14:15:00	3343.09	3343.38	3341.05	3341.76	898	0	8
2025.08.19	14:30:00	3341.75	3341.96	3339.30	3341.34	1209	0	8
2025.08.19	14:45:00	3341.39	3342.27	3339.71	3339.76	1770	0	8
2025.08.19	15:00:00	3339.76	3340.60	3336.79	3336.88	2071	0	8
2025.08.19	15:15:00	3336.89	3340.11	3336.10	3338.10	2139	0	8
2025.08.19	15:30:00	3338.10	3338.19	3334.60	3335.86	2728	0	8
2025.08.19	15:45:00	3335.86	3337.34	3334.35	3334.73	2085	0	8
2025.08.19	16:00:00	3334.80	3335.56	3325.86	3329.70	4001	0	8
2025.08.19	16:15:00	3329.65	3333.07	3328.63	3331.84	3389	0	8
2025.08.19	16:30:00	3331.78	3338.29	3331.63	3337.93	4659	0	8
2025.08.19	16:45:00	3337.99	3339.36	3333.84	3333.96	3542	0	8
2025.08.19	17:00:00	3333.97	3337.02	3332.27	3334.76	3245	0	8
2025.08.19	17:15:00	3334.77	3336.47	3333.76	3335.51	2742	0	8
2025.08.19	17:30:00	3335.50	3336.68	3325.62	3326.26	4578	0	8
2025.08.19	17:45:00	3326.26	3326.99	3320.96	3325.28	4981	0	8
2025.08.19	18:00:00	3325.36	3326.64	3321.62	3323.26	3781	0	8
2025.08.19	18:15:00	3323.25	3326.77	3322.26	3324.24	2860	0	8
2025.08.19	18:30:00	3324.25	3326.23	3322.49	3323.29	2238	0	8
2025.08.19	18:45:00	3323.23	3323.81	3321.75	3322.76	2197	0	8
2025.08.19	19:00:00	3322.74	3324.44	3320.59	3320.92	2130	0	8
2025.08.19	19:15:00	3320.91	3322.68	3318.69	3319.48	2059	0	8
2025.08.19	19:30:00	3319.48	3320.77	3318.13	3319.22	1981	0	8
2025.08.19	19:45:00	3319.21	3320.52	3317.07	3317.49	2092	0	8
2025.08.19	20:00:00	3317.49	3319.04	3316.87	3317.82	2382	0	8
2025.08.19	20:15:00	3317.81	3318.94	3314.93	3315.62	2239	0	8
2025.08.19	20:30:00	3315.62	3320.09	3315.52	3319.35	2007	0	8
2025.08.19	20:45:00	3319.35	3319.60	3317.51	3317.58	948	0	8
2025.08.19	21:00:00	3317.59	3318.48	3316.80	3318.10	984	0	8
2025.08.19	21:15:00	3318.09	3319.10	3318.02	3318.96	707	0	8
2025.08.19	21:30:00	3318.98	3319.60	3318.22	3318.29	920	0	8
2025.08.19	21:45:00	3318.29	3320.18	3318.16	3318.50	1228	0	8
2025.08.19	22:00:00	3318.50	3318.90	3316.53	3317.26	1606	0	8
2025.08.19	22:15:00	3317.24	3318.04	3316.61	3316.92	1472	0	8
2025.08.19	22:30:00	3316.92	3317.37	3315.50	3315.96	1581	0	8
2025.08.19	22:45:00	3315.97	3316.70	3315.59	3315.94	1670	0	8
2025.08.19	23:00:00	3315.94	3316.71	3315.38	3315.50	800	0	8
2025.08.19	23:15:00	3315.49	3316.89	3315.00	3316.66	898	0	8
2025.08.19	23:30:00	3316.66	3317.46	3315.84	3315.90	776	0	8
2025.08.19	23:45:00	3315.90	3316.25	3315.19	3315.67	671	0	8
2025.08.20	01:00:00	3316.50	3317.60	3315.96	3316.69	290	0	8
2025.08.20	01:15:00	3316.72	3317.48	3316.12	3317.27	402	0	8
2025.08.20	01:30:00	3317.27	3317.27	3316.01	3316.61	363	0	8
2025.08.20	01:45:00	3316.58	3317.43	3315.77	3316.90	421	0	8
2025.08.20	02:00:00	3316.85	3316.85	3315.02	3315.36	792	0	8
2025.08.20	02:15:00	3315.36	3316.06	3315.03	3315.67	551	0	8
2025.08.20	02:30:00	3315.67	3316.69	3315.01	3315.60	692	0	8
2025.08.20	02:45:00	3315.62	3315.65	3312.99	3314.25	1037	0	8
2025.08.20	03:00:00	3314.24	3316.12	3313.26	3313.88	1660	0	8
2025.08.20	03:15:00	3313.89	3315.04	3313.24	3313.77	1426	0	8
2025.08.20	03:30:00	3313.69	3314.63	3312.88	3313.79	1249	0	8
2025.08.20	03:45:00	3313.78	3316.95	3313.17	3316.11	1944	0	8
2025.08.20	04:00:00	3316.13	3316.89	3312.15	3313.55	2587	0	8
2025.08.20	04:15:00	3313.51	3315.84	3311.57	3312.08	2379	0	8
2025.08.20	04:30:00	3312.08	3317.27	3311.57	3317.13	2674	0	8
2025.08.20	04:45:00	3317.14	3317.79	3315.19	3315.30	2192	0	8
2025.08.20	05:00:00	3315.29	3316.13	3313.13	3314.45	2174	0	8
2025.08.20	05:15:00	3314.44	3317.16	3313.68	3314.73	1490	0	8
2025.08.20	05:30:00	3314.67	3315.53	3312.53	3312.97	1875	0	8
2025.08.20	05:45:00	3312.98	3315.15	3312.46	3314.09	1597	0	8
2025.08.20	06:00:00	3314.08	3317.54	3314.06	3316.66	1923	0	8
2025.08.20	06:15:00	3316.66	3318.23	3315.42	3317.30	1735	0	8
2025.08.20	06:30:00	3317.30	3318.61	3316.65	3317.96	1022	0	8
2025.08.20	06:45:00	3317.96	3318.54	3317.13	3317.67	1007	0	8
2025.08.20	07:00:00	3317.66	3318.90	3317.28	3318.78	980	0	8
2025.08.20	07:15:00	3318.87	3319.47	3318.23	3318.51	737	0	8
2025.08.20	07:30:00	3318.51	3320.84	3318.37	3320.32	1129	0	8
2025.08.20	07:45:00	3320.37	3320.97	3318.62	3318.69	959	0	8
2025.08.20	08:00:00	3318.72	3320.51	3318.68	3319.38	1103	0	8
2025.08.20	08:15:00	3319.37	3319.40	3318.22	3318.59	954	0	8
2025.08.20	08:30:00	3318.59	3321.37	3318.51	3320.32	1792	0	8
2025.08.20	08:45:00	3320.32	3323.92	3319.89	3323.45	1470	0	8
2025.08.20	09:00:00	3323.45	3325.60	3322.52	3325.46	2529	0	8
2025.08.20	09:15:00	3325.46	3325.98	3323.04	3323.50	2122	0	8
2025.08.20	09:30:00	3323.50	3324.96	3323.10	3324.39	1438	0	8
2025.08.20	09:45:00	3324.40	3324.66	3322.29	3323.15	1660	0	8
2025.08.20	10:00:00	3323.06	3326.04	3321.64	3326.04	1920	0	8
2025.08.20	10:15:00	3326.04	3327.53	3324.33	3324.55	1898	0	8
2025.08.20	10:30:00	3324.56	3326.34	3323.72	3325.57	1661	0	8
2025.08.20	10:45:00	3325.57	3326.64	3324.03	3324.91	1576	0	8
2025.08.20	11:00:00	3324.90	3324.98	3323.00	3323.04	1635	0	8
2025.08.20	11:15:00	3323.04	3323.77	3321.59	3321.67	1841	0	8
2025.08.20	11:30:00	3321.68	3323.95	3320.99	3323.79	1679	0	8
2025.08.20	11:45:00	3323.65	3325.71	3323.11	3325.08	1465	0	8
2025.08.20	12:00:00	3325.08	3327.00	3323.62	3326.96	1477	0	8
2025.08.20	12:15:00	3326.97	3327.38	3325.45	3325.54	1465	0	8
2025.08.20	12:30:00	3325.41	3327.44	3325.41	3325.80	1420	0	8
2025.08.20	12:45:00	3325.80	3327.33	3325.55	3326.19	1381	0	8
2025.08.20	13:00:00	3326.18	3327.09	3325.33	3325.89	1176	0	8
2025.08.20	13:15:00	3325.85	3326.92	3323.89	3326.90	1863	0	8
2025.08.20	13:30:00	3326.93	3327.91	3326.18	3327.08	1296	0	8
2025.08.20	13:45:00	3327.08	3327.54	3325.56	3326.59	1098	0	8
2025.08.20	14:00:00	3326.54	3329.10	3325.79	3329.02	1969	0	8
2025.08.20	14:15:00	3329.02	3331.20	3328.58	3330.86	2002	0	8
2025.08.20	14:30:00	3330.79	3331.62	3328.96	3328.97	2318	0	8
2025.08.20	14:45:00	3328.97	3332.91	3328.97	3332.33	2337	0	8
2025.08.20	15:00:00	3332.38	3335.45	3332.15	3334.97	2876	0	8
2025.08.20	15:15:00	3334.96	3338.33	3334.68	3337.93	3343	0	8
2025.08.20	15:30:00	3337.94	3341.68	3337.66	3339.79	4314	0	8
2025.08.20	15:45:00	3339.76	3344.85	3339.17	3342.92	2924	0	8
2025.08.20	16:00:00	3342.91	3343.47	3340.32	3343.11	3964	0	8
2025.08.20	16:15:00	3343.18	3343.70	3338.93	3340.74	2716	0	8
2025.08.20	16:30:00	3340.78	3348.33	3340.50	3346.74	3938	0	8
2025.08.20	16:45:00	3346.76	3346.91	3340.35	3344.97	4142	0	8
2025.08.20	17:00:00	3344.98	3345.98	3340.65	3342.09	3839	0	8
2025.08.20	17:15:00	3342.14	3344.79	3340.07	3344.49	3234	0	8
2025.08.20	17:30:00	3344.49	3346.94	3344.31	3346.24	2995	0	8
2025.08.20	17:45:00	3346.25	3350.25	3345.75	3347.01	3859	0	8
2025.08.20	18:00:00	3347.01	3347.03	3342.17	3342.81	2687	0	8
2025.08.20	18:15:00	3342.81	3343.06	3339.60	3341.17	2576	0	8
2025.08.20	18:30:00	3341.18	3343.01	3339.98	3340.49	2162	0	8
2025.08.20	18:45:00	3340.53	3341.62	3338.88	3340.70	1676	0	8
2025.08.20	19:00:00	3340.70	3343.92	3340.70	3343.33	1761	0	8
2025.08.20	19:15:00	3343.30	3345.80	3342.92	3343.74	1815	0	8
2025.08.20	19:30:00	3343.73	3345.63	3343.72	3345.61	1306	0	8
2025.08.20	19:45:00	3345.59	3346.08	3344.19	3345.18	1311	0	8
2025.08.20	20:00:00	3345.21	3346.32	3344.16	3346.16	1498	0	8
2025.08.20	20:15:00	3346.16	3346.41	3345.37	3345.65	1706	0	8
2025.08.20	20:30:00	3345.66	3346.33	3345.30	3346.15	1480	0	8
2025.08.20	20:45:00	3346.15	3348.12	3345.51	3346.99	1308	0	8
2025.08.20	21:00:00	3346.99	3347.17	3344.21	3344.86	1637	0	8
2025.08.20	21:15:00	3344.86	3345.40	3344.09	3344.31	1344	0	8
2025.08.20	21:30:00	3344.30	3346.42	3344.27	3345.38	1232	0	8
2025.08.20	21:45:00	3345.38	3346.27	3345.22	3345.77	972	0	8
2025.08.20	22:00:00	3345.77	3348.09	3345.14	3347.93	1213	0	8
2025.08.20	22:15:00	3347.92	3349.30	3347.85	3348.68	1314	0	8
2025.08.20	22:30:00	3348.68	3349.14	3347.51	3348.15	1104	0	8
2025.08.20	22:45:00	3348.15	3349.24	3348.06	3348.75	2085	0	8
2025.08.20	23:00:00	3348.75	3348.96	3347.55	3347.72	656	0	8
2025.08.20	23:15:00	3347.74	3349.17	3347.55	3349.17	551	0	8
2025.08.20	23:30:00	3349.17	3349.34	3348.20	3348.79	626	0	8
2025.08.20	23:45:00	3348.77	3348.77	3347.60	3348.37	819	0	8
2025.08.21	01:00:00	3350.98	3352.19	3350.76	3350.91	445	0	8
2025.08.21	01:15:00	3350.91	3351.41	3348.75	3350.16	859	0	8
2025.08.21	01:30:00	3350.16	3351.22	3349.23	3350.19	481	0	8
2025.08.21	01:45:00	3350.15	3350.64	3349.59	3349.74	379	0	8
2025.08.21	02:00:00	3349.74	3349.74	3347.32	3347.81	555	0	8
2025.08.21	02:15:00	3347.81	3348.53	3347.17	3347.97	502	0	8
2025.08.21	02:30:00	3347.92	3348.36	3346.77	3346.79	363	0	8
2025.08.21	02:45:00	3346.78	3347.96	3346.44	3346.98	825	0	8
2025.08.21	03:00:00	3346.97	3346.97	3344.20	3344.71	1461	0	8
2025.08.21	03:15:00	3344.71	3345.58	3342.48	3343.87	1227	0	8
2025.08.21	03:30:00	3343.86	3343.93	3342.54	3343.92	984	0	8
2025.08.21	03:45:00	3343.87	3343.90	3341.52	3342.30	1497	0	8
2025.08.21	04:00:00	3342.33	3343.95	3340.79	3343.95	1890	0	8
2025.08.21	04:15:00	3343.95	3344.70	3341.73	3342.83	1839	0	8
2025.08.21	04:30:00	3342.82	3346.42	3341.60	3344.73	2088	0	8
2025.08.21	04:45:00	3344.73	3345.06	3342.67	3342.76	1480	0	8
2025.08.21	05:00:00	3342.77	3344.02	3341.58	3343.04	1489	0	8
2025.08.21	05:15:00	3343.04	3343.24	3340.42	3341.18	1252	0	8
2025.08.21	05:30:00	3341.18	3342.40	3341.12	3341.93	1472	0	8
2025.08.21	05:45:00	3342.03	3345.06	3341.91	3344.64	1480	0	8
2025.08.21	06:00:00	3344.63	3344.76	3343.01	3344.00	1132	0	8
2025.08.21	06:15:00	3344.00	3344.79	3342.86	3342.91	1303	0	8
2025.08.21	06:30:00	3342.91	3343.19	3341.98	3342.38	851	0	8
2025.08.21	06:45:00	3342.38	3342.74	3339.73	3339.90	1053	0	8
2025.08.21	07:00:00	3339.83	3340.51	3339.28	3339.80	921	0	8
2025.08.21	07:15:00	3339.80	3340.09	3338.73	3340.00	891	0	8
2025.08.21	07:30:00	3340.02	3341.12	3338.63	3338.82	863	0	8
2025.08.21	07:45:00	3338.84	3339.14	3338.01	3338.33	658	0	8
2025.08.21	08:00:00	3338.34	3338.56	3337.10	3337.40	890	0	8
2025.08.21	08:15:00	3337.37	3339.97	3337.15	3338.93	1186	0	8
2025.08.21	08:30:00	3338.95	3340.80	3338.73	3339.23	1614	0	8
2025.08.21	08:45:00	3339.17	3340.30	3338.77	3338.84	1053	0	8
2025.08.21	09:00:00	3338.84	3339.92	3337.96	3338.40	1834	0	8
2025.08.21	09:15:00	3338.40	3338.55	3334.28	3334.51	2531	0	8
2025.08.21	09:30:00	3334.54	3338.04	3334.50	3337.50	2030	0	8
2025.08.21	09:45:00	3337.50	3337.50	3335.34	3336.67	1644	0	8
2025.08.21	10:00:00	3336.66	3338.75	3335.45	3338.72	1743	0	8
2025.08.21	10:15:00	3338.83	3339.18	3337.01	3337.97	1876	0	8
2025.08.21	10:30:00	3338.02	3340.69	3337.29	3340.01	1902	0	8
2025.08.21	10:45:00	3340.01	3341.50	3338.75	3339.71	1677	0	8
2025.08.21	11:00:00	3339.71	3340.56	3339.04	3340.30	1490	0	8
2025.08.21	11:15:00	3340.30	3340.72	3339.32	3339.97	977	0	8
2025.08.21	11:30:00	3340.13	3340.96	3338.68	3338.87	1282	0	8
2025.08.21	11:45:00	3338.87	3341.44	3337.93	3339.65	1967	0	8
2025.08.21	12:00:00	3339.65	3340.67	3338.10	3340.48	1459	0	8
2025.08.21	12:15:00	3340.48	3340.72	3338.47	3339.41	1367	0	8
2025.08.21	12:30:00	3339.32	3340.35	3338.57	3339.43	1249	0	8
2025.08.21	12:45:00	3339.42	3342.19	3339.42	3340.67	1622	0	8
2025.08.21	13:00:00	3340.78	3341.61	3339.14	3340.34	1419	0	8
2025.08.21	13:15:00	3340.35	3340.58	3338.52	3339.49	1161	0	8
2025.08.21	13:30:00	3339.49	3339.49	3328.95	3330.34	2830	0	8
2025.08.21	13:45:00	3330.34	3331.68	3327.57	3328.52	2939	0	8
2025.08.21	14:00:00	3328.70	3329.77	3325.19	3329.50	2846	0	8
2025.08.21	14:15:00	3329.52	3332.90	3328.97	3331.10	2173	0	8
2025.08.21	14:30:00	3331.10	3334.29	3330.22	3333.77	2205	0	8
2025.08.21	14:45:00	3333.77	3334.42	3332.30	3333.60	2236	0	8
2025.08.21	15:00:00	3333.69	3342.74	3333.69	3341.44	3185	0	8
2025.08.21	15:15:00	3341.47	3342.17	3336.42	3337.57	3171	0	8
2025.08.21	15:30:00	3337.57	3345.07	3336.61	3339.22	4509	0	8
2025.08.21	15:45:00	3339.24	3343.21	3337.88	3341.90	3322	0	8
2025.08.21	16:00:00	3341.90	3343.56	3339.23	3342.23	3747	0	8
2025.08.21	16:15:00	3342.24	3345.59	3341.41	3345.33	3141	0	8
2025.08.21	16:30:00	3345.32	3347.57	3344.94	3345.36	4250	0	8
2025.08.21	16:45:00	3343.95	3343.95	3336.16	3339.30	5786	0	8
2025.08.21	17:00:00	3339.31	3345.45	3337.97	3344.81	5353	0	8
2025.08.21	17:15:00	3344.82	3345.61	3342.43	3344.83	3863	0	8
2025.08.21	17:30:00	3344.83	3348.15	3342.59	3342.86	4025	0	8
2025.08.21	17:45:00	3342.86	3344.84	3341.58	3344.21	3273	0	8
2025.08.21	18:00:00	3344.20	3345.24	3338.60	3338.76	3581	0	8
2025.08.21	18:15:00	3338.76	3344.74	3337.54	3343.12	3182	0	8
2025.08.21	18:30:00	3343.10	3346.01	3341.32	3345.73	3547	0	8
2025.08.21	18:45:00	3345.76	3346.27	3343.14	3343.67	2524	0	8
